datetime,article
2018.12.2607:45,앵커삼성전자의 한 해외 법인장이 부하직원들에게 막말과 성희롱을 일삼았다는 주장이 나왔습니다. 현지인들까지 직장 갑질의 대상이 된 것인데요. 퇴사하려는 직원들이 늘고 있고 회사 측도 조사에 들어갔습니다.이새누리 기자가 보도합니다.기자지난 20일 삼성전자 사내게시판에 해외법인장 A씨를 조사해달라는 글이 올라왔습니다.작성자는 법인장이 한국말을 못 하는 현지 직원의 회의 참석을 금지했다 또 한국인 직원과 현지 직원에게 폭언했다고 주장했습니다.식사 자리에서 성희롱성 발언을 하거나 점심시간에 술에 취해 사무실에 들어왔다는 내용도 담겼습니다.작성자는 A씨의 이런 행동에회사를 나가려는 직원이 늘어나고 있다고 말했습니다.이어 회사 인사부서에 수집한 사례도 많은 것으로 아는데 아무 조치가 이뤄지지 않았다면서 문제가 더 커지기 전에 조사해달라고 요청했습니다.게시된 글은 1만 명이 넘는 사람이 읽었지만 현재는 작성자가 삭제한 상태입니다.A씨는 직원 수백 명 규모의 삼성전자 해외법인장으로 근무 중입니다.회사 측은 이에 대해 현재 조사 중이며 문제가 확인되면 원칙대로 조치하겠다고 밝혔습니다.지난달에는 삼성전자 광주사업장 회식 자리에서 부장급 직원이 생산직 여직원을 대상으로 성희롱을 했다는 글이 사내게시판에 올라오기도 했습니다.해당 직원은 사내 징계위원회에 넘겨졌습니다.영상디자인  신재훈JTBC 핫클릭술값·차량 제공 요구까지…직원이 협력사에 갑질 정황 민주당 김정호 의원 공항 직원과 언성…갑질 논란 고객 갑질과 회사의 방치에…콜센터 직원 산재 인정 갑자기 계약해지…이유 문의해도 본사에선 묵묵부답 진도모피 절세 갑질에…하청업체 8곳 48억 세금폭탄 Copyright by JTBChttpjtbc.joins.com and JTBC Content Hub Co. Ltd. All Rights Reserved. 무단 전재 및 재배포 금지
2018.12.2521:09,앵커삼성전자의 한 해외 법인장이 부하직원들에게 막말과 성희롱을 일삼았다는 주장이 나왔습니다. 현지인들까지 직장 갑질의 대상이 된 셈입니다. 퇴사하려는 직원들이 늘고 있고 회사 측도 조사에 들어갔습니다.이새누리 기자입니다.기자지난 20일 삼성전자 사내게시판에 해외법인장 A 씨를 조사해달라는 글이 올라왔습니다.작성자는 법인장이 한국말을 못 하는 현지 직원의 회의 참석을 금지했다 또 한국인 직원과 현지 직원에게 폭언했다고 주장했습니다.식사 자리에서 성희롱성 발언을 하거나 점심시간에 술에 취해 사무실에 들어왔다는 내용도 담겼습니다.작성자는 A 씨의 이런 행동에회사를 나가려는 직원이 늘어나고 있다고 말했습니다.이어 회사 인사부서에 수집한 사례도 많은 것으로 아는데 아무 조치가 이뤄지지 않았다면서 문제가 더 커지기 전에 조사해달라고 요청했습니다.게시된 글은 1만 명이 넘는 사람이 읽었지만 현재는 작성자가 삭제한 상태입니다.A 씨는 직원 수백 명 규모의 삼성전자 해외법인장으로 근무 중입니다.회사 측은 이에 대해 현재 조사 중이며 문제가 확인되면 원칙대로 조치하겠다고 밝혔습니다.지난달에는 삼성전자 광주사업장 회식 자리에서 부장급 직원이 생산직 여직원을 대상으로 성희롱을 했다는 글이 사내게시판에 올라오기도 했습니다.해당 직원은 사내 징계위원회에 넘겨졌습니다.영상디자인  신재훈JTBC 핫클릭술값·차량 제공 요구까지…직원이 협력사에 갑질 정황 민주당 김정호 의원 공항 직원과 언성…갑질 논란 고객 갑질과 회사의 방치에…콜센터 직원 산재 인정 갑자기 계약해지…이유 문의해도 본사에선 묵묵부답 진도모피 절세 갑질에…하청업체 8곳 48억 세금폭탄 Copyright by JTBChttpjtbc.joins.com and JTBC Content Hub Co. Ltd. All Rights Reserved. 무단 전재 및 재배포 금지
2018.12.2515:04,▲ 모델들이 삼성 에어드레서 코트룸 서비스를 이용하고 있다ⓒ삼성전자삼성전자가 CGV 씨네드쉐프CINE de Chef에서 삼성 의류청정기 에어드레서를 활용한 코트룸Coatroom 서비스를 운영해 방문객들로부터 큰 인기를 얻고 있다.CGV 씨네드쉐프는 영화 관람 전후로 파인 다이닝을 즐길 수 있는 프리미엄 복합 문화 공간으로 현재 CGV 압구정점 용산아이파크몰점 부산센텀시티점에서 운영 중이다.삼성전자는 지난 15일부터 한달 간 CGV 씨네드쉐프 전 지점의 상영관 라운지와 레스토랑에 에어드레서를 설치하고 방문객들이 영화와 식사를 즐기는 동안 에어드레서로 외투를 관리할 수 있는 코트룸 서비스를 제공하고 있다.삼성 에어드레서는 에어·스팀·건조·청정의 4단계 청정 방식을 적용해 최적의 의류 청정을 구현해 주는 제품이다.특히 이 제품은 미세먼지 필터와 냄새분해 필터까지 탑재해 털어낸 먼지와 냄새를 말끔히 제거할 뿐만 아니라 의류 소재별로 전문적인 관리가 가능해 소비자 만족도가 높다.한편 삼성전자는 지난 3일부터 CGV 씨네드쉐프에서 영화와 식사를 하며 에어드레서 코트룸 서비스 체험 기회도 갖는 씨네 디너 초청 이벤트를 매주 진행하고 있으며 현재까지 약 4만5천명이 응모할 정도로 소비자 반응이 뜨겁다. 1월 13일까지 진행되는 씨네 디너 이벤트에 참여하기를 원하는 소비자들은 이 달 27일까지 삼성닷컴을 통해 응모할 수 있다.신근호 기자 danielbtbetanews.net 경제신문의 새로운 지평. 베타뉴스 www.betanews.net 
2018.12.2511:49,서울 서초구 삼성전자 서초사옥 모습. 뉴스1    삼성전자의 한 해외 법인장이 현지 직원들을 상대로 폭언ㆍ성희롱을 했다는 논란이 제기됐다. 사내 게시판에 관련 글이 게시된 직후 삼성전자는 즉각 조사에 나섰다.          지난 20일 삼성전자 사내게시판에는 “해외법인장 A씨가 부적절한 언행을 하고 있으니 그를 조사해달라”는 내용의 글이 올라왔다.           해당 글에 따르면 “법인장이 한국말을 하지 못하는 현지 직원들의 회의 참석을 금지했다” “한국인 직원과 현지인 직원에게 폭언했다” 같은 내용이 포함돼 있다. 또 식사 자리에서 성희롱성 발언을 하거나 점심시간에 술에 취해 사무실로 복귀했다는 주장도 담겼다.           성희롱성 발언에 현지인 상대로 폭언까지     작성자는 “HR인사부에서 수집한 사례도 많은 것으로 알지만 회사에서 아무 조치가 이뤄지지 않고 있다”며 “문제가 더 커지기 전에 조사해달라”고 요청했다. 해당 글은 현재 삭제된 상태다.           삼성전자 측은 이와 관련 “현재는 글이 삭제된 상태로 현재 HR 부서에서 사실 관계를 확인하고 있다”며 “해당 법인장에 대한 이슈가 사실로 밝혀질 경우 ‘무관용 원칙’이 적용될 것”이라고 말했다. 또 “해당 법인장은 중국ㆍ북미 등 주요 지역 법인장으로 근무하는 사람은 아니다”고 덧붙였다.          삼성전자 관련 의혹 사실 조사 중 무관용 원칙 적용할 것     무관용 원칙이란 상대적으로 가벼운 비위를 저지른 사람일지라도 선처 없이 바로 해고조치를 하는 등 비위 자체를 뿌리 뽑겠다는 강경책이다.          앞서 삼성전자는 지난달 23일 광주사업장 회식 자리에서 한 부장급 직원이 성희롱성 발언을 하는 등의 성추행을 저질렀다는 고발 글이 사내게시판에 올라오자 진상 파악 후 해당 직원을 징계 위원회에 회부한 바 있다.           김영민 기자 bradkimjoongang.co.kr
2018.12.2510:11,【서울뉴시스】박민기 기자  삼성전자는 CGV 씨네드쉐프에서 의류청정기 에어드레서를 활용해 운영되고 있는 코트룸 서비스가 방문객들로부터 큰 인기를 얻고 있다고 25일 밝혔다. CGV 씨네드쉐프는 영화 관람 전후로 파인 다이닝을 즐길 수 있는 프리미엄 복합 문화 문화공간으로 현재 CGV 압구정점 용산아이파크몰점 부산센텀시티점에서 운영되고 있다. 삼성전자는 지난 15일부터 한달 간 CGV 씨네드쉐프 전 지점의 상영관 라운지와 레스토랑에 에어드레서를 설치하고 방문객들이 영화와 식사를 즐기는 동안 외투를 관리받을 수 있는 코트룸 서비스를 제공하고 있다.삼성 에어드레서는 에어·스팀·건조·청정의 4단계 방식을 적용해 최적의 의류 청정을 구현해 주는 제품으로 미세먼지 필터와 냄새분해 필터가 탑재돼 털어낸 먼지와 냄새를 말끔히 제거할 뿐만 아니라 의류 소재별로 전문적인 관리도 할 수 있어 소비자 만족도가 높다.한편 삼성전자는 지난 3일부터 CGV 씨네드쉐프에서 영화와 식사를 하며 에어드레서 코트룸 서비스를 체험할 수 있는 씨네 디너 초청 이벤트를 매주 진행하고 있다. 응모자는 현재까지 약 4만5000명에 달한다. 내년 1월13일까지 진행되는 씨네 디너 이벤트 참가를 원하는 소비자들은 오는 27일까지 삼성닷컴을 통해 응모할 수 있다. minkinewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018.12.2500:03,조만간 발표될 삼성전자의 4분기 실적이 예상보다 훨씬 저조할 것으로 전망된다. 최근 D램과 낸드플래시 메모리 가격이 급락하고 있고 주요 거래처가 연말을 맞아 재고 관리에 나서면서 수요가 줄었기 때문이다.        6분기째 14조 웃돈 실적 꺾일 듯최근 반도체값 급락 수요도 줄어곧 나올 잠정실적 예상보다 저조내년 상반기까지 전망 밝지 않아   이에 따라 6분기 연속 14조원 이상을 기록했던 영업이익 신기록 행진도 멈출 것으로 보인다. 하지만 올 한 해 전체 매출과 영업이익은 각각 248조3300억원과 62조600억원을 올려 지난해 실적각각 239조5800억·53조6500억원을 뛰어넘는 사상 최대를 기록할 것이 확실시된다.             그래픽차준홍 기자 cha.junhongjoongang.co.kr    24일 증권업계에 따르면 삼성전자는 다음달 8일께 올해 4분기 잠정 실적을 공시한다. 이에 앞서 증권가가 예측한 전망치 평균은 매출 63조8300억원에 영업이익 13조9700억원 수준이다. 이는 지난해 4분기65조9800억원·15조1500억원보다 매출은 3.2 영업이익은 7.6가 줄어든 것이다. 특히 분기 영업이익이 14조원을 밑도는 건 지난해 1분기9조9000억원 이후 7분기 만에 처음이다.          증권사들이 잇따라 삼성전자의 실적 둔화를 점치는 가장 큰 이유는 역시 반도체 업황의 하락 때문이다. 반도체는 올 13분기에 삼성전자 전체 영업이익의 79를 담당하며 실적을 이끌었다. 하지만 지난 9월 8.19달러까지 올랐던 D램 가격DDR4 8Gb 고정거래가이 10월엔 7.31달러로 11월에는 다시 7.19달러로 내려앉았다반도체 시장 조사업체 디램익스체인지.          지난 2년여간 이어졌던 반도체 시장의 장기 수퍼 호황이 마무리되는 것 아니냐는 우려가 일부 현실화한 셈이다. 여기에 주요 거래처가 연말을 맞아 재고를 털어내는 과정에서 수요까지 줄어 가격 하락이 가팔라졌다. 이런 이유로 도이치 증권은 삼성전자 메모리 사업부의 영업이익이 지난 3분기 13조7000억원에서 4분기에는 8조5000억원까지 줄 것으로 분석했다.          여기에 스마트폰 분야에서 중국의 추격이 거세 모바일 사업 부문의 부진도 4분기 실적에 악영향을 미칠 것이란 전망이다. 다만 디스플레이DP와 소비자가전CE 부문은 프리미엄 제품군의 판매 호조에 힘입어 대체로 선전할 것으로 예상됐다.          문제는 내년에도 상반기까지는 실적 회복이 쉽지 않을 것이라는 점이다. 증권가의 내년 1·2분기 삼성전자의 영업이익 전망치 평균은 각각 12조3600억원과 12조400억원 수준이다. 물론 상대적으로 실적이 부진해 보이는 것은 올해 사상 최고 실적을 낸 데 따른 기저효과가 작용한 탓이 크다. 분기 영업이익 12조원도 2년 전만 해도 상상조차 어려웠던 수치인 만큼 호황이 끝났다고 언급하기에는 무리가 있다는 반론도 있다. NH투자증권은 최근 보고서에서 “내년 2분기부터는 반도체 업황이 다시 회복될 것”이라면서도 “하지만 글로벌 경기 둔화와 미·중 무역분쟁 장기화 등 불확실성도 상존하고 있다”고 지적했다.          장정훈 기자 cchoonjoongang.co.kr
2018.12.2416:01,조만간 발표될 삼성전자의 4분기 실적이 예상보다 훨씬 저조할 것으로 전망된다. 최근 D램과 낸드플래시 메모리 가격이 급락하고 있고 주요 거래처가 연말을 맞아 재고 관리에 나서면서 수요가 줄었기 때문이다. 이에 따라 6분기 연속 14조원 이상을 기록했던 영업이익 신기록 행진도 멈출 것으로 보인다. 하지만 올 한 해 전체 매출과 영업이익은 각각 248조3300억원과 62조600억원을 올려 지난해 실적각각 239조5800억·53조6500억원을 뛰어 넘는 사상 최대를 기록할 것이 확실시된다.             그래픽차준홍 기자 cha.junhongjoongang.co.kr         24일 증권업계에 따르면 삼성전자는 다음 달 8일쯤 올해 4분기 잠정 실적을 공시한다. 이에 앞서 증권가가 예측한 전망치 평균은 매출 63조8300억원에 영업이익 13조9700억원 수준이다. 이는 지난해 4분기65조9800억원·15조1500억원보다 매출은 3.2 영업이익은 7.6가 줄어든 것이다. 특히 분기 영업이익이 14조원을 밑도는 건 지난해 1분기9조9000억원 이후 7분기 만에 처음이다.          증권사들이 잇따라삼성전자의 실적 둔화를 점치는 가장 큰 이유는 역시 반도체 업황의 하락 때문이다.반도체는 올 13분기에 삼성전자 전체 영업이익의 79를 담당하며 실적을 이끌었다. 하지만지난 9월 8.19달러까지 올랐던 D램 가격DDR4 8Gb 고정거래가이 10월엔 7.31달러로 11월에는 다시 7.19달러로 내려 앉았다반도체 시장 조사업체 디램익스체인지.                     지난 2년여간 이어졌던 반도체 시장의 장기 수퍼 호황이 마무리되는 것 아니냐는 우려가 일부 현실화한 셈이다. 여기에 주요 거래처가 연말을 맞아 재고를 털어내는 과정에서 수요까지 줄어 가격 하락이 가팔라졌다. 이런 이유로 도이치 증권은 삼성전자 메모리 사업부의 영업이익이 지난 3분기 13조7000억원에서 4분기에는 8조5000억원까지 줄 것으로 분석했다.       관련기사삼성전자 권오현 28년째 임원…10년 이상 124명IBM에 7나노칩 공급 계약…삼성 차세대 반도체 선점       여기에 스마트폰 분야에서 중국의 추격이 거세 모바일 사업 부문의 부진도 4분기 실적에 악영향을 미칠 것이란 전망이다. 다만 디스플레이DP와 소비자가전CE 부문은 프리미엄 제품군의 판매 호조에 힘입어 대체로 선전할 것으로 예상됐다.          문제는 내년에도 상반기까지는 실적 회복이 쉽지 않을 것이라는 점이다. 증권가의 내년 1·2분기 삼성전자의 영업이익 전망치 평균은 각각 12조3600억원과 12조400억원 수준이다. 물론 상대적으로 실적이 부진해보이는 것은 올해 사상 최고 실적을 낸 데 따른 기저효과가 작용한 탓이 크다. 분기 영업이익 12조원도 2년 전만 해도 상상조차 어려웠던 수치인 만큼 호황이 끝났다고 언급하기에는 무리가 있다는 반론도 있다. NH투자증권은 최근 보고서에서 내년 2분기부터는 반도체 업황이 다시 회복될 것이라면서도 하지만 글로벌 경기 둔화와 미·중 무역분쟁 장기화 등 불확실성도 상존하고 있다고 지적했다.          장정훈 기자 cchoonjoongang.co.kr
2018.12.2400:02,삼성전자 초장수 임원들    33년 회사 생활 중 임원만 28년째…. 직장 생활 대부분을 임원만 한 사람이 있다. 바로 삼성전자 권오현66 종합기술원 회장이다. 기업의 임원은 흔히 군대의 장성에 빗대 ‘별’로 불린다. 수많은 기업의 임원 중에서도 삼성전자의 임원은 ‘별 중의 별’로 불린다. 일단 임원으로 승진하는 그 순간부터 연봉이 기본 2배로 뛴다. 또 개인 사무공간 그랜저급 승용차 최고가의 건강검진 해외출장 때는 비즈니스 항공권 제공 등 처우가 확 달라지기 때문이다.       기업정보 분석업체 임원 현황 발표전체 1047명…직원 100명 중 1명꼴20년 이상 6명 30대말40대초 ‘별’10년 이상 30 공학도 서울대 최다   권 회장은 올해까지 28년째 임원으로 재직하며 삼성전자 내에서도 최장수 임원 기록을 보유 중인 것으로 조사됐다. 기업정보분석 업체 한국CXO연구소는 “삼성전자에서 임원으로만 20년 이상 재직한 ‘초장수 임원’은 6명”이라며 “이들은 승부사 기질과 강력한 추진력을 갖고 있다는 공통점이 있다”고 23일 밝혔다.          한국CXO의 조사 결과 삼성전자에서 이사 이상 임원은 전체 직원 100명당 1명 10년 이상 된 임원은 전체 직원 1000명당 1명꼴이었다. 이는 삼성전자가 금융감독원에 신고한 반기·정기보고서를 분석한 결과다. 삼성전자의 국내 직원 수는 10만1953명이었고 이 중 임원은 1047명으로 임원 비중은 1쯤 됐다.          삼성전자 임원 중 올해로 10년 넘게 자리를 유지하고 있는 사람은 124명으로 집계됐다. 124명 중에는 올해 재임 10년 차를 맞은 사람이 26명 15년 차는 20명 11년·12년·14년 차는 각각 17명이었다. 이 중 20년 넘게 임원직을 유지 중인 ‘초장수 임원’이 6명이다.             그래픽김주원 기자 zoomjoongang.co.kr    20년 이상 초장수 임원 6명은 권 회장을 비롯해 윤부근66 CR 담당 부회장 이상훈63 이사회 의장 김기남60 부회장 전동수60 의료기기사업부장사장 김영기56 전 네트워크사업부장사장 등이다. 삼성전자 관계자는 “6명은 삼성 내에서 ‘글로벌 1위’를 달성하거나 ‘세계 최초 DNA’를 구현한 인물들”이라고 전했다.          먼저 권 회장은 1985년 삼성전자 반도체 부문에 입사해 39세였던 1991년 이사로 첫 발탁됐다. 이후 세계 최초로 64Mb D램 개발을 주도했다. 권 회장은 ‘연봉 킹’으로도 유명해졌다. 그는 2015년 국내 전문경영인 중 최고인 약 150억원의 연봉을 받았다. 지난해에는 반도체가 사상 최대 실적을 내 특별상여금만 80억원을 받은 것으로 알려졌다.          삼성전자에서 역대 최장수 임원 기록은 29년간 임원 타이틀을 유지한 윤종용74 전 부회장이 갖고 있다. 윤 전 부회장은 36세에 삼성전자공업㈜ TV사업부장으로 이사 자리에 처음 올랐고 대표이사와 부회장을 거쳐 2008년 고문으로 물러났다. 권 회장도 윤 전 부회장처럼 지난 9월 자진 사임 의사를 밝혔지만 현재 삼성종합기술원 회장직을 유지하고 있다.          TV 사업부에서 세계 1위를 달성한 윤부근 부회장은 매일 아침 6시30분에 임원회의를 진행할 정도로 불도저형 업무 스타일과 히트 상품 제조기란 별명으로 유명하다. 김영기 사장은 이번 연말에 고문으로 물러났다. 이들 6명은 능력 외에 ‘삼말사초三末四初’ 즉 30대 말이나 40대 초반에 별을 달았다는 공통점도 갖고 있다. 오일선 한국CXO연구소장은 “124명 장수 임원 중에는 44세에 처음 임원으로 등용된 사람이 27명으로 가장 많았고 30대에 임원에 발탁된 사람도 11명”이라고 말했다.          삼성전자의 10년 차 이상 임원 124명 중 출신 대학이 파악된 110명 중에는 서울대 출신이 26명으로 가장 많았다. 권 회장과 이재용 부회장을 비롯해 김 부회장 등이 모두 서울대 출신이다. 다음으로 많은 곳은 한양대14명 연세대12명 순이었다. 10년이 넘은 임원 중 30는 전기·전자·통신 관련 학과를 나온 공학도들이었다. 반면 10년 이상된 여성 임원은 2명이었다.          장정훈 기자 cchoonjoongang.co.kr
2018.12.2318:06,권오현 삼성전자 대표이사 회장이 올해 2월 23일 오전 서울 서초구 삼성전자 서초사옥 5층 다목적홀에서 열린 삼성전자 주주총회에서 인사말을 하고 있다.          33년 회사 생활 중 임원만 28년째…. 직장 생활 대부분을 임원만 한 사람이 있다. 바로 삼성전자 권오현66 종합기술원 회장이다. 기업의 임원은 흔히 군대의 장성에 빗대 별로 불린다. 수많은 기업의 임원 중에서도 삼성전자의 임원은 별 중의 별로 불린다. 일단 임원으로 승진하는 그 순간부터 연봉이 기본 2배로 뛴다. 또 개인 사무공간 그랜저급 승용차 최고가의 건강검진 해외출장 때는 비지니스항공권 제공 등 처우가 확 달라지기 때문이다.          권 회장은 올해까지 28년째 임원으로 재직하며 삼성전자 내에서도 최장수 임원 기록을 보유 중인 것으로 조사됐다. 기업정보 분석업체 한국 CXO 연구소는 삼성전자에서 임원으로만 20년 이상 재직한 초장수 임원은 6명이라며 이들은 승부사 기질과 강력한 추진력을 갖고 있다는 공통점이 있다고 23일 밝혔다.             삼성전자의 10년 이상 장수 임원          한국 CXO의 조사 결과 삼성전자에서 이사 이상 임원은 전체 직원 100명당 1명 10년 이상 된 임원은 전체 직원 1000명당 1명꼴이었다.이는 삼성전자가 금융감독원에 신고한 반기·정기보고서를 분석한 결과다. 삼성전자의 국내 직원 수는 10만1953명이었고 이중 임원은 1047명으로 임원 비중은 약 1쯤 됐다.          삼성전자 임원 중 올해로 10년 넘게 자리를 유지 중인 사람은 124명으로 집계됐다. 124명 중에는 올해 재임 10년 차를 맞은 사람이 26명 15년 차는 20명 11년·12년·14년 차는 각각 17명이었다. 이 중 20년 넘게 임원직을 유지 중인 초장수 임원이 6명이다.        화보사진 모두보기4윤부근 부회장        20년 이상 초장수 임원 6명은 권 회장을 비롯해 윤부근66 CR 담당 부회장이상훈63 이사회 의장 김기남60 부회장 전동수60 의료기기사업부장사장 김영기56 전 네트워크사업부장사장 등이다. 삼성전자 관계자는 6명은 삼성 내에서 글로벌 1위를 달성하거나 세계 최초 DNA를 구현한 인물들이라고 전했다.          먼저 권 회장은 1985년 삼성전자 반도체 부문에 입사해 39세였던 1991년 이사로 첫 발탁 됐다. 이후 세계 최초로 64Mb D램 개발을 주도했다. 권 회장은 연봉 킹으로도 유명하다. 그는 2015년 국내 전문경영인 중 최고인 약 150억원의 연봉을 받았다. 지난해에는 반도체가 사상 최대 실적을 내 특별상여금만 80억원을 받은 것으로 알려졌다.          삼성전자에서 역대 최장수 임원 기록은 29년간 임원 타이틀을 유지한 윤종용74 전 부회장이 갖고 있다. 윤 전 부회장은 36세에삼성전자공업㈜ TV사업부장으로 이사 자리에 처음 올랐고 대표이사와 부회장을 거쳐 2008년 고문으로 물러났다.권 회장도 윤 전 부회장처럼 지난 9월 자진 사임 의사를 밝혔지만 현재 종합기술원 회장직을 유지하고 있다.             그래픽김주원 기자 zoomjoongang.co.kr        TV 사업부에서 세계 1위를 달성한 윤부근 부회장은매일 아침 6시 30분에 임원회의를 진행할 정도로 불도저형 업무 스타일과 히트 상품 제조기란 별명으로 유명하다. 김영기 사장은 이번 연말에 고문으로 물러났다. 이들 6명은 능력 외에 삼말사초三末四初 즉 30대 말이나 40대 초반에 별을 달았다는 공통점도 갖고 있다. 오일선 한국 CXO연구소장은 124명 장수 임원 중에는 44세에 처음 임원으로 등용된 사람이 27명으로 가장 많았고 30대에 임원에 발탁된 사람도 11명이라고 말했다.          삼성전자의 10년 차 이상 임원 124명 중 출신 대학이 파악된 110명 중에는 서울대 출신이 26명으로 가장 많았다. 권 회장과 이재용 부회장을 비롯해 김 부회장 등이 모두 서울대 출신이다. 다음으로 많은 곳은 한양대14명연세대12명 순이었다. 10년이 넘은 임원 중 30는 전기·전자·통신 관련 학과를 나온 공학도들이었다. 반면 10년 이상된 여성 임원은 2명 이었다.         장정훈 기자 cchoonjoongang.co.kr
2018.12.2315:17,삼성전자가 자체 개발한 영상 표준 기술인 HDR10의 확산을 위해 글로벌 콘텐트 업체들과의 협력을 강화한다.삼성전자는 미국 콘텐트 사업자 중 하나인 아마존과 함께 HDR10 프리미엄 영상 스트리밍 콘텐트를 지난해 100여 개에서 현재 1000여 개로 대폭 늘렸다. 아마존은 또한 지난 10월 출시한 자사의 스트리밍 수신기 파이어스틱 4K에도 HDR10 기능을 확대 도입했다.또 영화 제작사 워너 브라더스는 지금까지 70편이 넘는 HDR10  적용 콘텐트를 제작했으며 내년 초까지 100편 이상의 HDR10 콘텐트를 블루레이 디스크·스트리밍 등 다양한 방식으로 공급할 계획이다.유럽의 주요 스트리밍 서비스 업체들도 HDR10 콘텐트 확대에 가세한다.유럽 최대 콘텐트 사업자인 라쿠텐과 동유럽 지역에서 영향력이 큰 미고고가 내년 상반기에 HDR10 서비스를 시작할 예정이며 러시아 최대 콘텐트 사업자인 ivi는 이번 달부터 러시아 최초로 HDR10 영화 서비스를 시작했다.삼성전자는 올해 한국·일본·미국에 HDR10 인증센터를 구축한 데 이어 연내에 중국에도 인증센터를 설립해 TV 제조사·콘텐트 사업자들의 HDR10 로고·인증프로그램 참여를 본격적으로 지원한다.특히 중국에서는 내년에 HDR10 적용을 준비 중인 하이센스 TCL 콩카 등 주요 TV 제조사들이 보다 편리하게 인증 서비스를 받을 수 있게 돼 HDR10 기술 확산에 가속도가 붙을 것으로 기대된다.삼성전자는 주요 모바일 칩 제조사와의 협력 역시 대폭 확대했다.삼성 엑시노스 뿐 아니라 퀄컴이 신규로 HDR10 진영에 합류해 모바일 AP 스냅드래곤에 이 기술을 탑재한다.이밖에 영국의 반도체 설계 업체 ARM까지 HDR10 진영에 가세함으로써 TV뿐만 아니라 모바일 분야에서도 HDR10의 영향력이 점차 확대될 것으로 예상된다.삼성전자 영상디스플레이사업부 이효건 부사장은 최근 HDR이 초고화질 영상에서 필수적인 요소로 부각되면서 삼성이 주도하고 있는 HDR10 기술이 큰 주목을 받고 있다고 말했다.권오용 기자 kwon.ohyongjtbc.co.kr
2018.12.2314:37,【서울뉴시스】 박주연 기자  삼성전자에서 10년 이상 재임한 임원은 124명인 것으로 나타났다. 최장수 기록은 28년간 임원직을 유지해온 권오현66 회장이 세웠다.한국CXO연구소가 23일 발표한 2018년 삼성전자 10년 이상 재임 임원 분석 자료에 따르면 올해 삼성전자 국내 직원은 10만1953명이며 이중 임원은 97명당 1명꼴인 1047명으로 나타났다.10년 이상 재임하고 있는 임원은 124명으로 전체 직원의 0.1에 해당했다. 이들의 공통분모는 삼말사초三末四初였다. 124명 중 절반 이상이 45세가 되기도 전에 임원 타이틀을 달았다. 30대에 임원으로 발탁된 숫자는 124명 중 11명8.9이나 됐다.2019년 인사에서 승진한 김기남 부회장과 노태문 사장 등이 모두 30대에 임원 자리를 처음 꿰찼다. 김 부회장은 1997년 반도체연구소 이사보를 노 사장은 2007년 무선사업부 개발팀 상무를 맡으면서 임원 반열에 올랐다. 4041세에 임원 등용된 숫자도 6명4.8이었고 4243세는 31명25으로 조사됐다. 44세는 27명21.8으로 조사 대상자 중 최다였다. 45세도 16명12.9으로 다수를 차지했다. 4445세 사이에 첫 임원이 된 경우는 43명34.7이었다. 이외 4647세 24명19.4 4849세 6명4.8이었고 5051세는 3명2.4으로 상대적으로 적었다. 124명의 장수 임원 중에서는 임원 10년차가 26명으로 가장 많았다. 이어 11년·12년·14년차가 각각 17명으로 조사됐다. 1990년대에 임원으로 첫 등용돼 올해까지 임원직을 유지한 임원들도 6명이나 되는 것으로 나타났다.최장수 임원은 권오현 회장이었다. 권 회장은 39세였던 1991년 반도체부문 이사로 발탁돼 올해까지 28년이나 임원 타이틀을 유지하고 있다. 2020년까지 회장직을 그대로 유지할 경우 29년간 임원직을 맡았던 윤종용 전 부회장을 제치고 삼성전자 임원 경력 30년이라는 진기록을 세울 전망이다. 124명의 장수 임원 중 출신대가 파악된 110명을 살펴본 결과 서울대 출신이 26명으로 최다였다. 권 회장을 비롯해 이재용 부회장 김기남 부회장 김상균 사장 정은승 사장 진교영 사장  등이 모두 서울대 동문이다. 다음으로 많은 곳은 공학계열이 강한 한양대14명였다. 윤부근 부회장과 김현석 사장 등이 한양대 출신이다. 연세대12명가 그 뒤를 이었다. 정현호 사장 노희찬 사장 등은 연세대 출신으로 상경계열 학과 출신들이 강세를 보이고 있는 것으로 나타났다. 지방대 중에서는 경북대 출신이 많았다. 삼성전자 이사회를 이끌어가는 이상훈 의장을 비롯해 전동수 사장이 경북대를 나왔다. 대학원으로 범위를 넓히면 카이스트KAIST 출신이 최다였다. 조사 대상 124명 중 19명이 카이스트에서 석사 내지 박사 학위를 받았다. 권오현 회장과 김기남 부회장도 카이스트 석사 과정을 밟았던 것으로 파악됐다. pjynewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
